county,district,n_sales,median_price,avg_price,iqr_price,new_build_rate,freehold_rate,share_flat,share_semi,share_detached,share_terraced,share_other,district_segment
DEVON,PLYMOUTH,12486,45500.0,50522.73858721768,24950.0,0.06703507928880346,0.8704949543488707,0.12029473009770944,0.28840301137273744,0.1264616370334775,0.4648406214960756,0.0,1
BEDFORDSHIRE,NORTH BEDFORDSHIRE,2801,53000.0,63501.914316315604,35000.0,0.1435201713673688,0.9068189932167083,0.0885398072117101,0.3220278471974295,0.27632988218493393,0.31310246340592646,0.0,1
HUMBERSIDE,SCUNTHORPE,705,34000.0,37928.24113475177,15000.0,0.059574468085106386,0.9659574468085106,0.028368794326241134,0.5858156028368794,0.12198581560283688,0.26382978723404255,0.0,1
HUMBERSIDE,CLEETHORPES,1320,42500.0,46280.96590909091,25500.0,0.12348484848484849,0.8962121212121212,0.015909090909090907,0.32954545454545453,0.30303030303030304,0.3515151515151515,0.0,1
MID GLAMORGAN,RHYMNEY VALLEY,1256,38500.0,42409.984076433124,21712.5,0.1735668789808917,0.8773885350318471,0.018312101910828025,0.3821656050955414,0.18152866242038215,0.4179936305732484,0.0,1
NORTH YORKSHIRE,RYEDALE,20682,138573.0,169062.60642104247,133000.0,0.10555072043322695,0.9570157624987912,0.03805241272604197,0.30630499951648776,0.3967701382844986,0.2532153563485156,0.005657093124456049,1
CUMBRIA,EDEN,19861,127000.0,153718.58365641205,124500.0,0.11379084638235738,0.8856553043653391,0.0825738885252505,0.2940939529731635,0.3526509239212527,0.26141684708725643,0.009264387493076884,1
NORFOLK,BROADLAND,56011,138950.0,153257.0427237507,115255.5,0.12179750406170217,0.9506346967559943,0.03870668261591473,0.3448429772723215,0.45385727803467174,0.16002213850850724,0.0025709235685847424,1
HALTON,HALTON,39626,89500.0,112392.56059153081,77500.0,0.1401857366375612,0.7656084389037501,0.06069247463786403,0.3350073184272952,0.25246050572856205,0.34621208297582395,0.005627618230454752,1
WEST YORKSHIRE,CALDERDALE,85706,85000.0,108854.86012647889,88000.0,0.08389144283947449,0.8620283294051758,0.07409049541455674,0.25172099969663736,0.14092362261685296,0.5283177373812802,0.004947144890672765,0
GREATER LONDON,KINGSTON UPON THAMES,71447,225000.0,283550.8343667334,195500.0,0.06810642854143631,0.5891360029112489,0.40695900457681916,0.27771634918191107,0.09899645891360029,0.21289907203941383,0.0034291152882556302,0
CAMBRIDGESHIRE,HUNTINGDONSHIRE,82269,139950.0,161946.72842747573,119000.0,0.12154031287605295,0.9005214600882471,0.0928053094118076,0.2637080795925561,0.3863302094349026,0.2525374077720648,0.0046189937886688785,1
CEREDIGION,CEREDIGION,20973,120000.0,137761.6121203452,112000.0,0.05144709865064607,0.9499833118771754,0.043103037238354076,0.22452677251704573,0.4885805559528918,0.23401516235159492,0.00977447194011348,1
WEST YORKSHIRE,BRADFORD,198163,83000.0,106078.13518164339,84000.0,0.09834832940559035,0.9083633170672628,0.07411070684234695,0.333710127521283,0.1471011238223079,0.43751356206759084,0.007564479746471339,0
WEST MIDLANDS,SANDWELL,87804,89950.0,98772.78961095166,70504.0,0.1282401712906018,0.8538563163409412,0.09742152977085326,0.4148672042275978,0.11767117671176712,0.36537059815042594,0.004669491139355838,1
WEST YORKSHIRE,LEEDS,299133,108000.0,133980.17088385433,99050.0,0.10861723714869305,0.8507486636379136,0.13635072024818393,0.352869793703804,0.16190122788191205,0.3451073602711837,0.003770897894916308,0
CITY OF KINGSTON UPON HULL,CITY OF KINGSTON UPON HULL,90482,63950.0,79188.84622355827,59000.0,0.09589752657987224,0.9292124400433235,0.05537012886540969,0.23957251165977764,0.08406091819367388,0.616012024491059,0.004984416790079795,1
WEST YORKSHIRE,WAKEFIELD,115435,90000.0,109430.796942002,78500.0,0.14630744574868973,0.9346645298219778,0.04714341404253476,0.37198423355134924,0.25035734395980425,0.3263394984190237,0.0041755100272880845,1
GREATER LONDON,HAVERING,88094,179995.0,204188.94385542715,138000.0,0.06790473812064386,0.765489136604082,0.228891865507299,0.3484232751379209,0.09987059277589848,0.3192158376279883,0.003598428950893364,0
WEST SUSSEX,ADUR,28018,160000.0,173803.07248911413,135050.0,0.0388678706545792,0.7637947034049539,0.2305660646727104,0.33267899207652224,0.1628595902634021,0.270754514954672,0.0031408380326932686,0
ISLE OF ANGLESEY,ISLE OF ANGLESEY,22297,102500.0,125567.83051531596,103050.0,0.061891734314033275,0.9645692245593578,0.028434318518186303,0.22379692335291743,0.48257613131811455,0.2581513208054895,0.007041306005292192,1
MERSEYSIDE,ST HELENS,56731,83000.0,100646.88567097354,79950.0,0.14006451499180342,0.49831661701715113,0.044913715605224655,0.41360102941954136,0.17413759672842008,0.3595036223581463,0.007844035888667571,1
HERTFORDSHIRE,DACORUM,63463,190000.0,246670.51032885304,172500.0,0.07916423742968344,0.7542347509572507,0.23824905850653136,0.21648834754108692,0.19286828545766824,0.3487701495359501,0.003624158958763374,0
CITY OF PLYMOUTH,CITY OF PLYMOUTH,93668,120000.0,132322.29089977368,91000.0,0.07617329290686253,0.7937609429047273,0.1945381560404834,0.24332749711747875,0.10298074048767988,0.4550540205833369,0.004099585771021053,0
BUCKINGHAMSHIRE,WYCOMBE,71359,198000.0,253761.96612900964,180000.0,0.06428060931347132,0.7770007987780098,0.20787847363331885,0.3280875572807915,0.2752560994408554,0.18412533807928924,0.004652531565745036,0
DURHAM,WEAR VALLEY,17988,65000.0,79542.3846453191,63495.0,0.15393595730486992,0.9624193907049143,0.02179230598176562,0.22042472759617524,0.24588614631976874,0.5118968201022904,0.0,1
SUFFOLK,ST EDMUNDSBURY,48397,143000.0,171514.16131165155,129045.0,0.11523441535632374,0.9178874723639895,0.0755212099923549,0.24245304461020312,0.35336901047585595,0.32446226005744155,0.004194474864144471,1
BUCKINGHAMSHIRE,CHILTERN,36858,270700.0,365957.1666666667,280050.0,0.059634272071192145,0.8458407944001303,0.13996961310977263,0.25180422160724947,0.4107113788051441,0.192007162624125,0.005507623853708828,0
KENT,GRAVESHAM,35199,145000.0,166001.07650785532,117000.0,0.06287110429273558,0.8321827324639904,0.16344214324270576,0.2755760106821217,0.14210630983834768,0.4158640870479275,0.003011449188897412,0
NOTTINGHAMSHIRE,NEWARK AND SHERWOOD,47599,110000.0,136878.80123532008,104000.0,0.13485577428097228,0.9523519401668102,0.040336981869367,0.337801214311225,0.415533939788651,0.20244122775688564,0.0038866362738713,1
SHROPSHIRE,OSWESTRY,11096,88000.0,111780.31894376352,91450.0,0.1547404470079308,0.9550288392213411,0.030821917808219176,0.3304794520547945,0.4297945205479452,0.2089041095890411,0.0,1
CENTRAL BEDFORDSHIRE,CENTRAL BEDFORDSHIRE,41260,220000.0,255509.90630150266,128462.5,0.16599612215220552,0.8639844886088222,0.12741153659718857,0.2820649539505574,0.26800775569558893,0.31403296170625306,0.008482792050412021,0
KENT,ROCHESTER UPON MEDWAY,8047,48000.0,55211.302845781036,27000.0,0.06698148378277619,0.9233254629054306,0.06598732446874611,0.3916987697278489,0.11519821051323474,0.42711569529017024,0.0,1
DYFED,LLANELLI,840,35000.0,39386.91428571429,21387.5,0.12380952380952381,0.9511904761904761,0.002380952380952381,0.3678571428571429,0.2357142857142857,0.39404761904761904,0.0,1
NOTTINGHAMSHIRE,BROXTOWE,43482,110000.0,123496.60825169036,87500.0,0.06050779632951566,0.9425969366634469,0.04394922036704843,0.3969918587001518,0.34729313279058,0.2092130076813394,0.0025527804608803644,1
GREATER LONDON,SUTTON,85758,175000.0,210262.28224772032,140000.0,0.06336435084773433,0.5937521863849436,0.40086056111383195,0.21590988595816132,0.08078546607896639,0.29976212131812774,0.002681965530912568,0
DEVON,NORTH DEVON,41835,140000.0,164968.02509860165,134000.0,0.07904864348033942,0.885693797059878,0.10562925779849408,0.19273335723676346,0.37743516194573923,0.3178439106011713,0.006358312417831959,0
SOUTHAMPTON,SOUTHAMPTON,96455,126000.0,145090.13756674097,100000.0,0.08993831320304806,0.5896013685138147,0.34832823596495777,0.25774713597014154,0.1295111710123892,0.2598102742211394,0.004603182831372142,0
MERSEYSIDE,WIRRAL,118954,94000.0,118085.02315180658,95950.0,0.05319703414765371,0.8399381273433428,0.1281419708458732,0.4119911898717151,0.1660473796593641,0.2903223094641626,0.003497150158884947,0
WEST SUSSEX,ARUN,84029,156500.0,182380.62134501184,146000.0,0.07509312261243142,0.7634626140975139,0.2299087219888372,0.21621106998774234,0.30966690071284914,0.24105963417391615,0.0031536731366552024,0
LANCASHIRE,HYNDBURN,35825,59500.0,74985.93194696441,61000.0,0.062358688066992324,0.3135519888346127,0.01451500348918353,0.20655966503838102,0.116817864619679,0.656943475226797,0.005163991625959525,0
LANCASHIRE,ROSSENDALE,27232,80000.0,101336.04755434782,83995.0,0.08357814336075206,0.5038190364277321,0.03969594594594594,0.2191539365452409,0.20622796709753233,0.5293037602820212,0.005618390129259694,0
BRACKNELL FOREST,BRACKNELL FOREST,54815,179950.0,218858.64728632674,144525.5,0.10621180333850223,0.8182796679740947,0.1712122594180425,0.21953844750524493,0.2715862446410654,0.33483535528596187,0.002827693149685305,0
HAMPSHIRE,HART,43662,218000.0,261748.56117447666,189000.0,0.11937153588933168,0.86118363794604,0.12926572305437223,0.23505565480280335,0.38930878109110895,0.24309468187439878,0.0032751591773166598,0
ESSEX,COLCHESTER,83877,144150.0,169615.73023594072,120000.0,0.1570275522491267,0.8066454451160628,0.1918285107955697,0.2734837917426708,0.2877069995350334,0.24372593201950474,0.0032547659072212883,0
HERTFORDSHIRE,HERTSMERE,40655,221000.0,292519.96101340547,206500.0,0.09125568810724388,0.7260115606936416,0.26311646783913417,0.28370434140942075,0.18224080678883287,0.26651088427007746,0.004427499692534744,0
NOTTINGHAMSHIRE,BASSETLAW,42743,93000.0,113988.15581498724,87050.0,0.11994946540954074,0.9658657557962708,0.02313829165009475,0.38453080036497206,0.4000655078024472,0.18711835856163583,0.005147041620850197,1
SURREY,TANDRIDGE,36671,232750.0,291777.6137820076,217000.0,0.10471489733031551,0.7591557361402743,0.224782525701508,0.2729132011671348,0.330424586185269,0.15996291347386218,0.01191677347222601,0
LINCOLNSHIRE,BOSTON,27299,94950.0,106110.08084545222,78050.0,0.1301879189713909,0.947287446426609,0.04461701893842265,0.28535843803802335,0.4453276676801348,0.21964174511886883,0.00505513022455035,1
STAFFORDSHIRE,NEWCASTLE-UNDER-LYME,41875,92500.0,114721.44377313434,84500.0,0.08601791044776119,0.9550805970149254,0.03847164179104478,0.4024597014925373,0.27770746268656715,0.27720597014925374,0.004155223880597015,1
SHROPSHIRE,SOUTH SHROPSHIRE,11177,120000.0,147241.8593540306,116000.0,0.12525722465777936,0.9390713071486088,0.05412901494139751,0.22349467656795205,0.4870716650263935,0.23530464346425695,0.0,1
KENT,CANTERBURY,63975,164500.0,183411.83015240327,134000.0,0.10383743649863228,0.8293239546697929,0.16370457209847597,0.29425556858147717,0.298147713950762,0.23931223134036733,0.004579914028917546,0
WILTSHIRE,KENNET,20889,145000.0,181841.1713820671,144000.0,0.11723873809181866,0.883479343194983,0.0947867298578199,0.2338551390684092,0.3918330221647757,0.2795251089089952,0.0,1
SHROPSHIRE,BRIDGNORTH,11805,120000.0,147554.63583227445,111548.0,0.07225751800084709,0.9252858958068615,0.05658619229140195,0.3139347734011012,0.4023718763235917,0.22710715798390513,0.0,1
BLACKBURN WITH DARWEN,BLACKBURN WITH DARWEN,48317,70000.0,89469.55889231534,69050.0,0.08019951569840843,0.6413891590951425,0.034687584080137425,0.23786658939917626,0.15048533642403294,0.5720967775317176,0.004863712564935737,0
DORSET,NORTH DORSET,31931,162000.0,189468.45667219942,140550.0,0.14139864081926654,0.9092731201653566,0.08700009395258526,0.2363533869906987,0.4098524944411387,0.26262879333562994,0.004165231279947387,1
GLOUCESTERSHIRE,COTSWOLD,36902,205000.0,264506.9339873178,200000.0,0.10246057124275107,0.8786786624031218,0.09061839466695572,0.2648636930247683,0.36946506964392173,0.2661915343341824,0.008861308330171807,0
SUFFOLK,MID SUFFOLK,42752,145000.0,171362.0152507485,129000.0,0.12160834580838323,0.9468328967065869,0.04175243263473054,0.2908168038922156,0.45254023203592814,0.21131175149700598,0.0035787799401197605,1
MID GLAMORGAN,TAFF-ELY,1484,41750.0,48841.702156334235,22266.25,0.2183288409703504,0.818733153638814,0.014150943396226415,0.3975741239892183,0.21091644204851753,0.37735849056603776,0.0,1
HUMBERSIDE,BOOTHFERRY,985,43000.0,48665.40304568528,27500.0,0.11472081218274112,0.9949238578680203,0.005076142131979695,0.35431472081218274,0.383756345177665,0.2568527918781726,0.0,1
CLWYD,COLWYN,840,42972.5,49294.44047619047,24559.25,0.10238095238095238,0.9285714285714286,0.07857142857142857,0.3892857142857143,0.3952380952380952,0.13690476190476192,0.0,1
POWYS,MONTGOMERYSHIRE,567,45000.0,50459.89770723104,23000.0,0.18342151675485008,0.9929453262786596,0.008818342151675485,0.2874779541446208,0.4462081128747795,0.25749559082892415,0.0,1
WEST YORKSHIRE,KIRKLEES,151424,91000.0,112381.76270604396,87500.0,0.09884166314454776,0.7629239750633982,0.05697247464074387,0.30958104395604397,0.22096233093829248,0.40776230980557904,0.004721840659340659,0
YORK,YORK,83893,141000.0,163385.69948625035,112500.0,0.10561071841512402,0.8414885628121536,0.1466749311623139,0.31896582551583563,0.20660841786561454,0.32360268437175926,0.004148141084476655,0
GLOUCESTERSHIRE,GLOUCESTER,56150,118000.0,128779.32528940338,91998.75,0.13173642030276048,0.8739447907390917,0.1223686553873553,0.34680320569902046,0.21365983971504898,0.31308993766696347,0.004078361531611755,1
NORTHAMPTONSHIRE,EAST NORTHAMPTONSHIRE,44658,124000.0,148139.0079940884,105000.0,0.1756684132742174,0.9416677862868915,0.05530923910609521,0.29443772672309554,0.3846119396300775,0.2626181199337185,0.003022974607013301,1
SWANSEA,SWANSEA,83490,92362.0,117311.73784884418,88005.0,0.11028865732423045,0.7925619834710744,0.09048987902742843,0.3150077853635166,0.24543059048987903,0.34437657204455624,0.004695173074619715,1
MIDDLESBROUGH,MIDDLESBROUGH,49014,70000.0,91655.78622434406,77237.5,0.0987268943567144,0.9377728812176113,0.05351532215285429,0.3773003631615457,0.14748847268127474,0.4180846288815441,0.0036112131227812464,1
SURREY,ELMBRIDGE,66824,289972.5,440081.50094277505,323950.0,0.08010594995809889,0.7457949239794086,0.24151502454208068,0.2413204836585658,0.31000838022267446,0.20371423440679995,0.0034418771698790855,0
GREATER LONDON,TOWER HAMLETS,97339,247450.0,306363.3298369615,200000.0,0.3109442258498649,0.11323313368742231,0.8782399654814617,0.007170815397733694,0.001962214528606211,0.1064013396480342,0.00622566494416421,2
ESSEX,CASTLE POINT,37038,153000.0,166018.21761434202,127545.0,0.04014795615314002,0.8952967222852206,0.09700847777957773,0.4145472217722339,0.3934607700199795,0.09260759220260273,0.002375938225606134,1
CITY OF PETERBOROUGH,CITY OF PETERBOROUGH,70022,116500.0,136807.5183085316,83995.75,0.1458970037988061,0.8967181742880809,0.09247093770529262,0.28338236554225815,0.2768272828539602,0.3421781725743338,0.0051412413241552655,1
GREATER MANCHESTER,ROCHDALE,68119,79500.0,97821.3275004037,76550.0,0.09346878257167604,0.3712620561076939,0.04518563102805385,0.3167691833409181,0.17648526842731102,0.456084205581409,0.00547571162230802,0
GREATER LONDON,SOUTHWARK,94635,232750.0,317174.8869657104,225500.0,0.154456596396682,0.27885031964917845,0.7100966872721509,0.053880699529772286,0.01273313256194854,0.21688593015269192,0.00640355048343636,2
SOMERSET,MENDIP,49241,144000.0,169305.13748705346,125950.0,0.11831603744846773,0.8837757153591519,0.10958347718364778,0.2578136106090453,0.2914644300481306,0.33665035234865254,0.00448812981052375,1
GREATER LONDON,RICHMOND UPON THAMES,92673,290000.0,415360.5478726274,305000.0,0.05174106805649974,0.5830069167934565,0.4044327905646736,0.19387523874267587,0.06238062866206986,0.3349303464871106,0.004380995543470051,0
CORNWALL,KERRIER,26881,94995.0,119900.44920203861,102800.0,0.08749674491276366,0.9472489862728322,0.04865890405862877,0.22313157992634203,0.3781109333730144,0.3500985826420148,0.0,1
DURHAM,TEESDALE,5728,79000.0,105975.437325419,86171.25,0.08833798882681564,0.9427374301675978,0.04416899441340782,0.2609986033519553,0.2840432960893855,0.4107891061452514,0.0,1
LANCASHIRE,PENDLE,40452,59500.0,80533.24082863641,68500.0,0.0538663106892119,0.5242509641056067,0.014857114604963908,0.17344012656976168,0.11386334421042223,0.694081874814595,0.003757539800257095,0
NORTHUMBERLAND,ALNWICK,8921,99800.0,128670.00112095056,111000.0,0.15457908306243695,0.9141351866382692,0.06322161192691403,0.2406680865373837,0.37921757650487614,0.31689272503082616,0.0,1
CLWYD,DELYN,818,45500.0,54361.26039119804,28936.75,0.12836185819070906,0.9877750611246944,0.003667481662591687,0.4193154034229829,0.4193154034229829,0.15770171149144255,0.0,1
HUMBERSIDE,KINGSTON UPON HULL,3780,34000.0,35979.15238095238,16500.0,0.12354497354497354,0.9412698412698413,0.04470899470899471,0.24047619047619048,0.048412698412698414,0.6664021164021164,0.0,1
GWENT,ISLWYN,668,37000.0,40643.47005988024,16187.5,0.11077844311377245,0.9086826347305389,0.010479041916167664,0.4161676646706587,0.15419161676646706,0.41916167664670656,0.0,1
GWYNEDD,ARFON,604,40000.0,44069.105960264904,25000.0,0.026490066225165563,0.9900662251655629,0.009933774834437087,0.2599337748344371,0.2682119205298013,0.46192052980132453,0.0,1
GREATER LONDON,CITY OF WESTMINSTER,107615,363000.0,741489.3868141058,467775.0,0.10012544719602286,0.0942154904056126,0.8840960832597686,0.009283092505691586,0.004311666589230126,0.08903033963666775,0.013278818008641918,2
GREATER LONDON,HARROW,74705,218000.0,262336.8369587042,189000.0,0.06054480958436517,0.6292617629342079,0.36298775182384047,0.3256408540258349,0.08873569372866609,0.21875376480824577,0.0038819356134127568,0
GREATER LONDON,KENSINGTON AND CHELSEA,77208,460000.0,892313.7002642213,680000.0,0.03143456636617967,0.18544710392705419,0.805810278727593,0.013664387110144026,0.005439850792663973,0.1685965184954927,0.006488964874106311,2
STAFFORDSHIRE,STAFFORD,50738,124000.0,145486.76512672947,106500.0,0.11395798021206985,0.9182466790176987,0.06862706452757303,0.33310339390594823,0.3716937995190981,0.22208206866648272,0.004493673380897946,1
MERSEYSIDE,LIVERPOOL,150032,79521.0,104024.38170523621,84000.0,0.1469153247307241,0.6526940919270555,0.19259891223205716,0.2539858163591767,0.07520395648928228,0.4693732003839181,0.008838114535565746,0
HAMPSHIRE,EAST HAMPSHIRE,50358,200000.0,250946.6972278486,191000.0,0.09031335636840224,0.8435601096151555,0.14543865920012708,0.20932125977997537,0.40605266293339687,0.23394495412844038,0.005242463958060288,0
DERBYSHIRE,CHESTERFIELD,36946,93995.0,110710.47060574892,81250.0,0.094408054999188,0.9326584745303957,0.0455529691982894,0.42296865695880476,0.27107129323878093,0.2564283007632761,0.003978779840848806,1
NORTH YORKSHIRE,HAMBLETON,33457,149000.0,178051.10772035748,138000.0,0.11372806886451266,0.9254864452879816,0.06061511791254446,0.29446752548046745,0.40819559434498015,0.23083360731685448,0.00588815494515348,1
DEVON,TORRIDGE,30568,140000.0,159088.1611489139,122100.0,0.14125883276629156,0.9309735671290238,0.07020413504318242,0.17384192619733055,0.4172009945040565,0.3323082962575242,0.0064446479979063075,1
HEREFORDSHIRE,HEREFORDSHIRE,62218,152000.0,179401.92155003376,126000.0,0.08365746247066765,0.9099617474042881,0.0815198174161818,0.2572085248641872,0.41839981998778486,0.23642675752997525,0.006445080201870841,1
ESSEX,ROCHFORD,34673,170500.0,188588.1371672483,142500.0,0.09099299166498429,0.891817840971361,0.10264470913967641,0.4563204799123237,0.3204799123237101,0.11836299137657544,0.0021919072477143598,1
GREATER LONDON,GREENWICH,87847,187500.0,236227.071943265,167000.0,0.16287408790283106,0.5546006124284267,0.43096520086058715,0.13850216854303504,0.02598836613657837,0.40102678520609697,0.00351747925370246,0
NORTHAMPTONSHIRE,CORBY,24994,102000.0,119794.36556773625,86500.0,0.24017764263423222,0.9335040409698327,0.06837641033848124,0.3298391613987357,0.26098263583259984,0.3364807553812915,0.004321037048891734,1
NEATH PORT TALBOT,NEATH PORT TALBOT,43787,75000.0,87954.0969237445,67500.0,0.1034782012926211,0.9015232831662365,0.0239340443510631,0.36940187726950924,0.233425445908603,0.3693562016123507,0.0038824308584739765,1
EAST SUSSEX,ROTHER,49672,157950.0,190146.5621678209,155000.0,0.04499516830407473,0.7494564342084071,0.24800692543082622,0.1945361571911741,0.39434691576743436,0.15868094701240135,0.004429054598163956,0
GREATER LONDON,CITY OF LONDON,7298,300000.0,993214.1272951494,334628.75,0.2552754179227186,0.02959714990408331,0.9438202247191011,0.0013702384214853384,0.0019183337900794738,0.010824883529734174,0.04206631953959989,2
EAST SUSSEX,HASTINGS,48314,107000.0,124708.23076127002,105000.0,0.042534255081342884,0.6811690193318707,0.3177546880821294,0.18833050461563935,0.17783665190214015,0.3125595065612452,0.003518648838845883,0
WILTSHIRE,WEST WILTSHIRE,43417,114950.0,131966.52168505423,96050.0,0.15926941059953476,0.9022272381785936,0.09650597692148237,0.29456203791141716,0.32243130570974504,0.2865006794573554,0.0,1
NEWPORT,NEWPORT,52233,100000.0,121665.4401240595,90000.0,0.13669519269427374,0.8559531330767906,0.0735167422893573,0.2960389026094615,0.23138628836176364,0.3952482147301514,0.0038098520092661728,1
CHESHIRE,CREWE AND NANTWICH,35005,89950.0,113541.41625482074,88300.0,0.16774746464790743,0.9134980717040423,0.05150692758177403,0.34489358663048136,0.30955577774603626,0.2940437080417083,0.0,1
LEICESTERSHIRE,OADBY AND WIGSTON,20444,120000.0,134628.36020348268,95000.0,0.0672079827822344,0.9507434944237918,0.04431618078653884,0.4552435922520055,0.2722070045000978,0.2258853453335942,0.002347877127763647,1
NORTH YORKSHIRE,RICHMONDSHIRE,17634,130000.0,160857.4105137802,123000.0,0.11812407848474538,0.9491323579448792,0.04196438697969831,0.32981739820800726,0.35216059884314393,0.26794828172847907,0.00810933424067143,1
DURHAM,CHESTER-LE-STREET,15899,75000.0,90179.34731744135,69790.0,0.11661110761683124,0.7272155481476822,0.07679728284797786,0.29945279577331907,0.2400779923265614,0.38367192905214165,0.0,1
SHROPSHIRE,SHROPSHIRE,37307,176000.0,214492.54081003566,116500.0,0.10376068834267027,0.9055405151848178,0.08301391159835955,0.28067118771276167,0.39630632321012144,0.2217814351194146,0.01822714235934275,0
EAST SUSSEX,BRIGHTON,7232,54950.0,60884.5377488938,37175.0,0.0615320796460177,0.5962389380530974,0.3968473451327434,0.1444966814159292,0.103429203539823,0.3552267699115044,0.0,0
GREATER LONDON,CAMDEN,73166,325000.0,545551.8385315584,377950.0,0.04862914468468961,0.1677828499576306,0.825889074160129,0.03706639696033677,0.01735778913703086,0.1096137550228248,0.010072984719678539,2
GREATER LONDON,MERTON,83341,214000.0,300412.4887510349,202000.0,0.053059118561092376,0.5822464333281339,0.4029109321942381,0.1271762997804202,0.0359606916163713,0.4301364274486747,0.003815648960295653,0
HAMPSHIRE,FAREHAM,52974,160025.0,186858.97072148602,132000.0,0.10231434288518897,0.8755993506248348,0.11726507343224979,0.29533355985955373,0.3456412579756107,0.23923056593800732,0.0025295427945784725,1
LANCASHIRE,LANCASTER,60867,95000.0,114469.77054890171,89000.0,0.08037195853253816,0.8471914173525884,0.11909573332018993,0.35574284916292903,0.16912284160546767,0.35211198186209275,0.00392659404932065,1
NORTHAMPTONSHIRE,DAVENTRY,37274,145000.0,179983.01113376615,131483.75,0.1533240328379031,0.9382947899340023,0.04786178032945217,0.2704566185544884,0.4529698985888287,0.22294360680367012,0.005768095723560659,1
GREATER LONDON,HOUNSLOW,81725,200995.0,271999.25204037933,173500.0,0.11024778219639034,0.5471887427347812,0.4292321810951361,0.2576078311410217,0.02482716427041909,0.2836219027225451,0.004710920770877944,0
BRIGHTON AND HOVE,BRIGHTON AND HOVE,129872,178000.0,215481.87103455712,155050.0,0.03293242577306887,0.48587070346187017,0.5054361217198472,0.15129512135025255,0.08459868177898239,0.2543889367993101,0.004281138351607737,0
TYNE AND WEAR,SOUTH TYNESIDE,45754,83000.0,101388.52777899201,79500.0,0.09476767058617826,0.7186038379158106,0.2089434803514447,0.3205621366437907,0.09948856930541591,0.36512654631289065,0.0058792673864580145,0
SOUTH GLOUCESTERSHIRE,SOUTH GLOUCESTERSHIRE,111146,145000.0,167190.04909758337,120000.0,0.127921832544581,0.8643495942274126,0.10061540676227665,0.3064257823043564,0.2599553740125601,0.32959350763860146,0.0034099292822053874,0
SURREY,RUNNYMEDE,36310,220000.0,291549.2142385018,182500.0,0.08017075185899201,0.7536215918479757,0.23423299366565684,0.3154502891765354,0.24530432387771964,0.201239328008813,0.0037730652712751308,0
BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,69446,178000.0,231036.53730956427,156050.0,0.07243037755954267,0.7401290211099272,0.20417302652420585,0.23481554013190103,0.20906891685626242,0.3473202200270714,0.004622296460559283,0
GREATER MANCHESTER,OLDHAM,76576,73950.0,91258.1526065608,75000.0,0.07615963226076056,0.27713643961554535,0.03681310071040535,0.30478217718345174,0.12063832010029252,0.5333394274968658,0.004426974508984538,0
WORCESTERSHIRE,REDDITCH,33213,120000.0,136831.49935266312,90000.0,0.10417607563303526,0.8029988257609972,0.08836901213380303,0.3127992051305212,0.2966910547074941,0.298286815403607,0.0038539126245747146,1
DORSET,WEYMOUTH AND PORTLAND,32787,136000.0,152155.79510171714,118500.0,0.0816482142312502,0.7747887882392411,0.21697624058315795,0.1829078598224906,0.21291975478085826,0.38408515570195506,0.0031109891115381097,0
STAFFORDSHIRE,SOUTH STAFFORDSHIRE,34052,137000.0,162292.8319041466,116950.0,0.08859978855867497,0.8975096910607306,0.05042288265006461,0.3921942910842241,0.41093034183014215,0.14342769881357922,0.003024785621989898,1
DORSET,EAST DORSET,43519,200000.0,228168.2298076702,165000.0,0.08665180725660057,0.8697350582504193,0.12470415220937982,0.1397320710494267,0.605069050299869,0.1273926331027827,0.0031020933385417864,0
PEMBROKESHIRE,PEMBROKESHIRE,38903,117000.0,134322.4069351978,110050.0,0.07063722592088013,0.9160733105416035,0.06724417140066319,0.22769452227334652,0.426599491041822,0.2703647533609233,0.008097061923244993,1
GREATER LONDON,BARKING AND DAGENHAM,55982,148000.0,154234.38594548247,107500.0,0.08818906076953306,0.7445786145546783,0.2367189453752992,0.10160408702797327,0.008967168018291593,0.6496016576756815,0.0031081419027544567,0
LANCASHIRE,PRESTON,53780,85000.0,108683.79410561547,84000.0,0.09685756786909631,0.8044812197843064,0.10559687616214206,0.3085719598363704,0.17493492004462627,0.40251022685013016,0.008386017106731126,1
LINCOLNSHIRE,SOUTH KESTEVEN,65278,121472.5,144512.02198290388,106950.0,0.14075186127025952,0.9426453016330157,0.04623303410030945,0.2870185973834983,0.4482214528631392,0.21485033242440027,0.0036765832286528386,1
WORCESTERSHIRE,MALVERN HILLS,28355,161000.0,192915.21918532887,150500.0,0.09303473814142127,0.8841826838300123,0.10488450008816787,0.29458649268206666,0.44986774819255865,0.1448069123611356,0.00585434667607124,1
CHESHIRE WEST AND CHESTER,CHESHIRE WEST AND CHESTER,41153,169995.0,218587.22161203314,125000.0,0.10548441182902826,0.8067698588195271,0.10033290404101766,0.33280684275751465,0.3105484411829028,0.24316574733312274,0.01314606468544213,0
GWENT,MONMOUTH,1229,58000.0,68060.60943856795,39000.0,0.25061025223759154,0.919446704637917,0.03336045565500407,0.34580960130187144,0.42148087876322216,0.19934906427990237,0.0,1
AVON,NORTHAVON,2846,56500.0,65508.005973295854,34537.5,0.2670414617006325,0.9082923401264933,0.05305692199578355,0.31096275474349966,0.3626141953619115,0.2733661278988053,0.0,1
