county,district,n_sales,median_price,avg_price,iqr_price,new_build_rate,freehold_rate,share_flat,share_semi,share_detached,share_terraced,share_other,district_segment
SOMERSET,WEST SOMERSET,15744,149950.0,183182.10651676828,139000.0,0.0741234756097561,0.8328887195121951,0.15802845528455284,0.23945630081300814,0.3626143292682927,0.23342225609756098,0.0064786585365853655,0
NORTHUMBERLAND,NORTHUMBERLAND,37371,142000.0,179548.44034144122,129752.5,0.10149581226084398,0.8142409890021675,0.09427095876481764,0.2828663937277568,0.2842043295603543,0.32212143105616653,0.016536886890904712,0
HEREFORD AND WORCESTER,SOUTH HEREFORDSHIRE,3116,67500.0,78163.36296534017,45687.5,0.20507060333761232,0.9573170731707317,0.031129653401797176,0.22528883183568676,0.5487804878048781,0.19480102695763798,0.0,1
MID GLAMORGAN,RHONDDA,745,25500.0,28040.6,18850.0,0.024161073825503355,0.9932885906040269,0.004026845637583893,0.08590604026845637,0.06040268456375839,0.8496644295302014,0.0,1
AVON,BRISTOL,5802,47500.0,56744.000861771805,27000.0,0.05894519131334023,0.7304377800758359,0.18958979662185454,0.24250258531540847,0.060496380558428126,0.5074112375043088,0.0,1
LINCOLNSHIRE,SOUTH HOLLAND,41929,113500.0,121043.92100932529,87050.0,0.1422643039423788,0.9683989601469151,0.02613942617281595,0.26707052398101555,0.5562021512556942,0.14698657253929262,0.0036013260511817595,1
GREATER MANCHESTER,MANCHESTER,181363,99000.0,123228.98692125737,96999.0,0.18324575574951893,0.5152208554115227,0.29840154827610926,0.26573226071469924,0.04164576016056196,0.38884447213599244,0.005375958712637087,0
WORCESTERSHIRE,WYRE FOREST,36493,119000.0,137532.38275833722,93000.0,0.08193352149727345,0.8827994409886828,0.09623763461485764,0.34099690351574274,0.2839174636231606,0.2748472309758036,0.004000767270435426,1
WEST MIDLANDS,BIRMINGHAM,332091,105000.0,129198.34304753818,88050.0,0.07988171916733666,0.7384210954226402,0.17449735162952323,0.33256848273515394,0.09948477977421852,0.3887819904785134,0.004667395382590916,0
NORTH YORKSHIRE,HARROGATE,70261,160000.0,205164.26504034956,154950.0,0.06854442720712771,0.8269594796544313,0.15718535175986678,0.2841690269139352,0.2911572565149941,0.26236461194688376,0.005123752864320178,0
READING,READING,71281,163500.0,194882.1500399826,121000.0,0.09724891626099522,0.6970440930963371,0.29275683562239585,0.23821214629424392,0.09992845218220844,0.365567261963216,0.003535303937935775,0
HAMPSHIRE,EASTLEIGH,58315,159995.0,183190.18912801167,131000.0,0.10199777072794307,0.8005658921375289,0.1638857926776987,0.2490954299922833,0.2978650432993226,0.28625568035668353,0.0028980536740118323,0
CONWY,CONWY,46076,110000.0,125954.86997569233,97500.0,0.08288479902769337,0.8329282055734004,0.13330150186648146,0.3222067887837486,0.36507075266950256,0.17204184391006164,0.0073791127702057474,1
GREATER LONDON,HACKNEY,63131,229000.0,300559.6897087009,235000.0,0.1471860100426098,0.26207409988753544,0.7208819755745989,0.02518572492119561,0.0045461025486686416,0.2407850342937701,0.008601162661766802,2
DORSET,WEST DORSET,48408,175000.0,203394.6504090233,150000.0,0.11717071558420096,0.8433729961989753,0.1465873409353826,0.20924227400429682,0.3659725665179309,0.27354982647496284,0.0046479920674268715,0
ESSEX,BRENTWOOD,33071,217000.0,274552.06519306946,200000.0,0.06628163647909044,0.7441867497202987,0.2429318738471773,0.29028453932448367,0.27362341628617215,0.1887151885337607,0.004444982008406156,0
WILTSHIRE,NORTH WILTSHIRE,42665,128000.0,153564.3846243994,111000.0,0.15429508965193953,0.9266143208719091,0.0705965076760811,0.2660963318879644,0.3681471932497363,0.29515996718621823,0.0,1
SURREY,GUILDFORD,58733,225000.0,301109.26674952754,211000.0,0.07133979193979534,0.7735685219552892,0.21241891270665555,0.322748710265098,0.2884919891713347,0.17240733488839324,0.00393305296851855,0
SUFFOLK,FOREST HEATH,28320,126500.0,148121.94791666666,102000.0,0.12245762711864407,0.9047316384180791,0.08280367231638418,0.2621822033898305,0.34947033898305085,0.30204802259887004,0.0034957627118644067,1
GREATER LONDON,EALING,106280,215000.0,287518.93123823864,195000.0,0.057922468949943545,0.535265336846067,0.4458788106887467,0.1932442604441099,0.029450508091832896,0.32595031990967255,0.0054761008656379374,0
SOUTH YORKSHIRE,DONCASTER,105819,80000.0,98275.08305691794,78005.0,0.11248452546329109,0.9599221311862709,0.028983452877082566,0.418204670238804,0.2631285496933443,0.286092289664427,0.0035910375263421505,1
KENT,THANET,65695,124995.0,139941.03956161047,109995.0,0.054524697465560545,0.7821904254509475,0.22226957911561002,0.2766572798538702,0.1946266839181064,0.3013775782022985,0.005068878910114925,0
LINCOLNSHIRE,EAST LINDSEY,60272,100000.0,117709.05712436953,91200.0,0.08546256968409875,0.9511547650650385,0.040383594372179456,0.24953543934165118,0.5422750199097425,0.16219803557207327,0.005607910804353597,1
GREATER MANCHESTER,BOLTON,98978,79000.0,101263.07472367596,78400.0,0.092626644304795,0.2866394552324759,0.06792418517246257,0.3034613752551072,0.17420032734547072,0.4497666148032896,0.004647497423669906,0
DEVON,EXETER,52940,144000.0,164366.22183604082,125000.0,0.10321118247072157,0.7758027956176804,0.20477899508877975,0.20149225538345297,0.1347563279183982,0.45483566301473366,0.004136758594635436,0
ESSEX,EPPING FOREST,54427,215000.0,276239.8958605104,211000.0,0.07244566116082092,0.7391735719403972,0.2470281294210594,0.27074797435096554,0.22858140261267385,0.2501883256471972,0.003454167968104066,0
GREATER LONDON,LEWISHAM,103397,174000.0,214506.7644322369,160000.0,0.0754567347215103,0.45425882762555975,0.5315628113001344,0.09429673975066975,0.015648423068367553,0.3543816551737478,0.004110370707080476,0
WEST SUSSEX,MID SUSSEX,65562,195000.0,235217.29857234375,172000.0,0.10345932094811018,0.7879716909185199,0.2041121381287941,0.2754339403923004,0.29675726792959334,0.21980720539336812,0.003889448155943992,0
EAST SUSSEX,WEALDEN,70418,180000.0,223870.486707944,162998.75,0.08786105825215144,0.880158482206254,0.1122014257718197,0.29422874833139256,0.4170240563492289,0.17191627140787866,0.0046294981396801955,0
LINCOLNSHIRE,WEST LINDSEY,38104,107000.0,124277.65176884316,104003.5,0.1471761494856183,0.9544667226537896,0.018292042830149065,0.24152319966407726,0.48034327104765906,0.25572118412765066,0.004120302330463993,1
SURREY,EPSOM AND EWELL,33139,239500.0,279170.6125109388,200000.0,0.0933341380246839,0.7071728175261777,0.27200579377772416,0.31977428407616404,0.23335043302453304,0.172032952110806,0.0028365370107728055,0
NORTHUMBERLAND,CASTLE MORPETH,13160,119000.0,157769.1327507599,127000.0,0.10623100303951367,0.8281914893617022,0.08472644376899696,0.25668693009118543,0.41329787234042553,0.2452887537993921,0.0,1
BUCKINGHAMSHIRE,SOUTH BUCKS,27056,299950.0,423183.6892371378,330000.0,0.0851936723832052,0.7718435836782969,0.20257983441750443,0.23000443524541692,0.4139931992903607,0.14717622708456535,0.006246303962152573,0
RUTLAND,RUTLAND,16285,165000.0,204932.7152594412,144175.0,0.14596254221676389,0.9486644151059257,0.04046668713540068,0.24783543137856923,0.494381332514584,0.2132637396377034,0.004052809333742708,1
NOTTINGHAMSHIRE,NOTTINGHAM,11200,40000.0,46956.130267857145,23500.0,0.030357142857142857,0.913125,0.07651785714285714,0.3780357142857143,0.17375,0.3716964285714286,0.0,1
CAMBRIDGESHIRE,PETERBOROUGH,9115,44000.0,52213.213713658806,25995.0,0.11640153592978607,0.9366977509599561,0.05639056500274273,0.31420735052111903,0.29808008776741635,0.33132199670872187,0.0,1
AVON,WOODSPRING,3650,57000.0,67394.45616438356,36561.25,0.1589041095890411,0.853972602739726,0.13506849315068492,0.31917808219178084,0.3495890410958904,0.19616438356164384,0.0,1
CLWYD,ALYN AND DEESIDE,990,45000.0,50790.926262626264,18687.5,0.1414141414141414,0.9818181818181818,0.011111111111111112,0.498989898989899,0.3090909090909091,0.1808080808080808,0.0,1
AVON,KINGSWOOD,1498,53500.0,59742.08411214953,24500.0,0.15086782376502003,0.9098798397863819,0.07209612817089453,0.39052069425901204,0.21895861148197596,0.3184245660881175,0.0,1
